Language_ID,Feature_ID,IPA,Value,BORROWED
Ossetic_Iron,see,uɨnɨn,558,?
Parachi,see,boʧ,560,?
Shughni,see,win,558,?
Taleshi,see,vinde,558,?
Wakhi,see,win,558,?
Waziri,see,katel,561,?
Yaghnobi,see,wen,558,?
Zazaki,see,ditiʃ,557,?
SEK,see,ditɨn,557,?
SK,see,ditɨn,557,?
NK,see,ditɨn,557,?
SWK,see,din,557,?
NWK,see,din,557,?
Pashto,see,katə,561,?
Bakhtiyari,shade/shadow,sa,564,?
Balochi,shade/shadow,saxeg,565,?
Gilaki,shade/shadow,sajə,564,?
Judeo-Tati,shade/shadow,soje,564,?
Kumzari,shade/shadow,saja,564,?
Modern_Persian,shade/shadow,saja,564,?
Ormuri,shade/shadow,sjaka,564,?
Ossetic_Iron,shade/shadow,auwon,568,?
Parachi,shade/shadow,seʁ,566,?
Shughni,shade/shadow,soja,564,?
Taleshi,shade/shadow,sognə,565,?
Wakhi,shade/shadow,soja,564,?
Yaghnobi,shade/shadow,soja,564,?
Zazaki,shade/shadow,sersej,566,?
SEK,shade/shadow,sibɛr,564,?
SK,shade/shadow,sɨh,565,?
NK,shade/shadow,si,564,?
SWK,shade/shadow,si,565,?
NWK,shade/shadow,si,564,?
Pashto,shade/shadow,saja,564,?
Bakhtiyari,skin,pust,570,?
Balochi,skin,pʰost,570,?
Gilaki,skin,ʧərm,571,?
Judeo-Tati,skin,pusd,570,?
Kumzari,skin,post,570,1
Modern_Persian,skin,pust,570,?
Ormuri,skin,post,570,?
Ossetic_Iron,skin,carm,571,?
Parachi,skin,pust,570,1
Shughni,skin,pust,570,1
Taleshi,skin,pystin,570,?
Wakhi,skin,pist,570,?
Waziri,skin,tsarman,571,?
Yaghnobi,skin,pust,570,1
Zazaki,skin,poste,570,?
SEK,skin,ʧɛrm,571,?
SK,skin,ʧɛrm,571,?
NK,skin,ʧɛrm,571,?
SWK,skin,ʧɛrm,571,?
NWK,skin,ʧɛrm,571,?
Ishkashimi,skin,kurust,570,?
Pashto,skin,tsarmən,571,?
Bakhtiyari,small,koʧir,573,?
Balochi,small,kik,574,?
Gilaki,small,kuʧik,574,?
Judeo-Tati,small,çykle,574,?
Kumzari,small,ʔik,574,1
Modern_Persian,small,kuʔek,574,?
Ormuri,small,zari,578,?
Ossetic_Iron,small,ʧɨsɨl,579,?
Parachi,small,ʔimo,581,?
Shughni,small,zalik,583,?
Taleshi,small,gada,577,?
Wakhi,small,zuq,584,?
Waziri,small,kam,581,?
Yaghnobi,small,pula,585,?
Zazaki,small,werdi,586,?
SEK,small,kɨʧkɛ,574,?
SK,small,pɨʧuk,574,?
NK,small,pɨʧuk,574,?
SWK,small,ʧuʧɨk,574,?
NWK,small,ʧuk,574,?
Ishkashimi,small,kutokok,577,?
Zebaki,small,kut,577,?
Pashto,small,kam,581,?
Bakhtiyari,smoke,di,587,?
Balochi,smoke,duhon,587,?
Gilaki,smoke,dudəmana,587,?
Judeo-Tati,smoke,dure,587,?
Kumzari,smoke,dur,587,?
Modern_Persian,smoke,dud,587,?
Ormuri,smoke,dud,587,?
Ossetic_Iron,smoke,fæzdæg,588,?
Parachi,smoke,dhi,587,?
Shughni,smoke,dud,587,?
Taleshi,smoke,ʤu,587,?
Wakhi,smoke,dit,587,?
Yaghnobi,smoke,paxst,591,?
Zazaki,smoke,dun,587,?
SEK,smoke,dukɛl,587,?
SK,smoke,duman,587,?
NK,smoke,du,587,?
SWK,smoke,du,587,?
NWK,smoke,tu,587,?
Ishkashimi,smoke,dit,587,?
Pashto,smoke,lugaj,589,?
Bakhtiyari,soil,hak,592,?
Balochi,soil,xak,592,?
Gilaki,soil,zəminə,593,?
Judeo-Tati,soil,zimi,593,?
Kumzari,soil,pʧal,594,?
Modern_Persian,soil,ɣak,592,?
Ossetic_Iron,soil,zæɣ,597,1
Parachi,soil,ken,598,?
Shughni,soil,ʧidow,601,?
Taleshi,soil,zəmin,593,?
Yaghnobi,soil,zoj,604,?
Zazaki,soil,ħer,595,?
SEK,soil,ax,596,?
SK,soil,ax,596,?
NK,soil,xwɛli,595,?
SWK,soil,ax,596,?
NWK,soil,ɔx,596,?
Pashto,soil,ɣavra,595,?
Bakhtiyari,stand,ʋastaden,606,?
Balochi,stand,oʃtagh,607,?
Gilaki,stand,es,606,?
Judeo-Tati,stand,vetovusde,606,?
Kumzari,stand,qawumah,610,?
Modern_Persian,stand,istadan,606,?
Ormuri,stand,darok,613,?
Ossetic_Iron,stand,læuuɨn,614,?
Parachi,stand,papʔɒ,615,?
Shughni,stand,wirafʧ,617,?
Taleshi,stand,mande,618,?
Waziri,stand,daredel,613,?
Yaghnobi,stand,uʃt,607,?
Zazaki,stand,mendis,618,?
SEK,stand,ɹawɛstan,616,?
SK,stand,sɛkɨnandɨn,612,?
NK,stand,sɨkɨnandɨn,612,?
SWK,stand,sɛkɨnin,612,?
NWK,stand,sækɨnin,612,?
Pashto,stand,daredəl,613,?
Bakhtiyari,star,astare,619,?
Balochi,star,istar,619,?
Gilaki,star,sətar,619,?
Judeo-Tati,star,asdara,619,?
Kumzari,star,starg,619,?
Modern_Persian,star,setare,619,?
Ormuri,star,stirak,619,?
Ossetic_Iron,star,scalɨ,619,?
Parachi,star,esteʔ,619,?
Shughni,star,xiterʔ,619,?
Taleshi,star,astovə,619,?
Wakhi,star,stor,619,?
Waziri,star,storai,619,?
Yaghnobi,star,bildinga,621,?
Zazaki,star,estare,619,?
SEK,star,ster,619,?
SK,star,steɹɨk,619,?
NK,star,hɨsterɨk,619,?
SWK,star,hestɨrk,619,?
NWK,star,ɨstɛwrɨk,619,?
Ishkashimi,star,struk,619,?
Zebaki,star,sitara,619,?
Pashto,star,sitara,619,?
Bakhtiyari,stone,bard,622,?
Balochi,stone,xoh,620,?
Gilaki,stone,səng,624,?
Judeo-Tati,stone,senq,624,?
Kumzari,stone,raxgh,625,?
Modern_Persian,stone,sang,624,?
Ormuri,stone,gap,626,?
Ossetic_Iron,stone,dur,628,?
Parachi,stone,gir,623,?
Shughni,stone,sang,624,?
Taleshi,stone,səg,624,?
Wakhi,stone,ghar,623,?
Waziri,stone,konrai,629,?
Yaghnobi,stone,sank,624,?
Zazaki,stone,ʃi,624,?
SEK,stone,bɛr,622,?
SK,stone,kɛvɨr,623,?
NK,stone,kɛvɨr,623,?
SWK,stone,kævɨr,623,?
NWK,stone,kævɨr,623,?
Ishkashimi,stone,sung,624,?
Pashto,stone,dabara,628,?
Bakhtiyari,suck,mekeniden,631,?
Balochi,suck,miʃagh,631,?
Gilaki,suck,fuduʃtən,632,?
Judeo-Tati,suck,keʃire,633,?
Kumzari,suck,massa,634,?
Modern_Persian,suck,mekidan,631,?
Ossetic_Iron,suck,dæjɨn,635,?
Shughni,suck,sipaf,639,?
Taleshi,suck,die,638,?
Wakhi,suck,sup,639,?
Waziri,suck,ravdel,640,?
Yaghnobi,suck,zimak,641,?
Zazaki,suck,antiʃ,631,?
SEK,suck,metɨn,631,?
SK,suck,mɨʒandɨn,631,?
NK,suck,mɨʒandɨn,631,?
SWK,suck,mɨʒin,631,?
NWK,suck,mɨtin,631,?
Pashto,suck,zbeʂəl,636,?
Bakhtiyari,sweet,ʃirin,642,?
Balochi,sweet,ʃiren,642,?
Gilaki,sweet,ʃirin,642,?
Judeo-Tati,sweet,ʃirin,642,?
Kumzari,sweet,ʃirin,642,?
Modern_Persian,sweet,ʃirin,642,?
Ormuri,sweet,xwaʃ,644,?
Ossetic_Iron,sweet,adʤɨn,645,?
Parachi,sweet,ʃirɨn,642,?
Shughni,sweet,ʃirin,642,?
Taleshi,sweet,ʃin,642,?
Wakhi,sweet,ɣuʒg,643,?
Yaghnobi,sweet,ʃirin,642,?
Zazaki,sweet,ʃirin,642,?
SEK,sweet,ʃɨrin,642,?
SK,sweet,ʃirin,642,?
NK,sweet,ʃirin,642,?
SWK,sweet,ʃirɨn,642,?
NWK,sweet,ʃirin,642,?
Ishkashimi,sweet,ɣaʒok,643,?
Pashto,sweet,ʃirin,642,?
Bakhtiyari,tail,din,646,?
Balochi,tail,dumb,646,?
Gilaki,tail,dum,646,?
Judeo-Tati,tail,dym,646,?
Kumzari,tail,dum,646,?
Modern_Persian,tail,dom,646,?
Ormuri,tail,dumb,646,?
Ossetic_Iron,tail,dɨmæg,646,?
Parachi,tail,doʔund,650,?
Shughni,tail,dum,646,?
Taleshi,tail,dum,646,?
Wakhi,tail,kicikam,652,?
Waziri,tail,lakai,651,?
Yaghnobi,tail,dym,646,?
Zazaki,tail,poʧ,649,?
SEK,tail,dylɨk,649,?
SK,tail,duv,646,?
NK,tail,boʧɨk,649,?
SWK,tail,boʧ,649,?
NWK,tail,doʧɨk,649,?
Ishkashimi,tail,dumb,646,?
Pashto,tail,lakəj,651,?
Bakhtiyari,take,gerejden,653,?
Balochi,take,zurag,654,?
Gilaki,take,giftən,653,?
Judeo-Tati,take,vegirde,653,?
Kumzari,take,gir,657,?
Modern_Persian,take,giriftan,653,?
Ormuri,take,wur,658,?
Ossetic_Iron,take,isɨn,648,?
Shughni,take,zez,655,?
Taleshi,take,pegəte,656,?
Wakhi,take,durz,660,?
Yaghnobi,take,barde,653,?
Zazaki,take,berdiʃ,653,?
SEK,take,bɨrɨn,653,?
SK,take,bɨrɨn,653,?
NK,take,bɨrɨn,653,?
SWK,take,bɨrɨn,653,?
NWK,take,bɨrɨn,653,?
Ishkashimi,take,zanz,655,?
Zebaki,take,zagd,655,?
Pashto,take,aɣistəl,659,?
Bakhtiyari,thick,koloft,661,?
Balochi,thick,tʰular,662,?
Gilaki,thick,kuluft,661,?
Judeo-Tati,thick,qolind,663,1
Kumzari,thick,saχt,664,?
Modern_Persian,thick,koloft,661,?
Ossetic_Iron,thick,stavd,665,?
Parachi,thick,estoro,662,?
Shughni,thick,farbijaki,667,?
Taleshi,thick,koloft,661,?
Wakhi,thick,baʤ,668,?
Waziri,thick,ghwut,669,?
Yaghnobi,thick,gafs,670,?
Zazaki,thick,qalin,663,?
SEK,thick,styr,662,?
SK,thick,qalɨn,663,?
NK,thick,qałɨnd,663,?
SWK,thick,qalɨng,663,?
NWK,thick,qalɨng,663,?
Pashto,thick,tət,666,?
Bakhtiyari,thigh,roʋn,671,?
Balochi,thigh,ran,671,?
Gilaki,thigh,kəpəl,672,?
Judeo-Tati,thigh,kefel,672,?
Kumzari,thigh,binʤ,671,?
Modern_Persian,thigh,ran,671,?
Ormuri,thigh,ron,671,?
Ossetic_Iron,thigh,ahd,674,?
Parachi,thigh,ron,671,?
Shughni,thigh,biʃtun,676,?
Taleshi,thigh,ʃevək,678,?
Wakhi,thigh,ron,671,?
Yaghnobi,thigh,ron,671,?
Zazaki,thigh,gohm,679,?
SEK,thigh,qalʧɛ,675,?
SK,thigh,kɛlɛf,675,?
NK,thigh,het,674,?
SWK,thigh,qałʧɛ,675,?
NWK,thigh,qalʧɛ,675,?
Ishkashimi,thigh,satɣan,673,?
Pashto,thigh,vrun,671,?
Bakhtiyari,this,i,680,?
Balochi,this,iʃ,680,?
Gilaki,this,ha,682,?
Judeo-Tati,this,i,680,?
Kumzari,this,ijah,680,?
Modern_Persian,this,in,680,?
Ormuri,this,aɸo,687,?
Ossetic_Iron,this,u,680,?
Parachi,this,e,688,?
Shughni,this,jam,690,?
Taleshi,this,ɨm,690,?
Wakhi,this,jem,690,?
Waziri,this,dai,689,?
Yaghnobi,this,iʃ,680,?
Zazaki,this,na,693,?
SEK,this,ɛw,680,?
SK,this,ɛv,680,?
NK,this,ɛv,680,?
SWK,this,va,680,?
NWK,this,æv,680,?
Ishkashimi,this,nakavi,683,?
Zebaki,this,am,690,?
Pashto,this,da,689,?
Bakhtiyari,tie,gerej,694,?
Balochi,tie,bandagh,695,?
Gilaki,tie,bəst,697,?
Judeo-Tati,tie,debesd,697,?
Kumzari,tie,abn,698,?
Modern_Persian,tie,bastan,697,?
Ormuri,tie,tarok,699,?
Ossetic_Iron,tie,battɨn,697,?
Shughni,tie,vind,695,?
Taleshi,tie,bend,695,?
Wakhi,tie,vund,695,?
Waziri,tie,tarel,699,?
Yaghnobi,tie,vant,695,?
Zazaki,tie,bestiʃ,697,?
SEK,tie,gɨredan,694,?
SK,tie,gɨredan,694,?
NK,tie,gɨredan,694,?
SWK,tie,gɨredan,694,?
NWK,tie,gɨredɔn,694,?
Pashto,tie,tarəl,699,?
Bakhtiyari,tongue,zoʋn,701,?
Balochi,tongue,zawan,701,?
Gilaki,tongue,zəban,701,?
Judeo-Tati,tongue,zuhun,701,?
Kumzari,tongue,zuwan,701,?
Modern_Persian,tongue,zaban,701,?
Ormuri,tongue,zuban,701,?
Ossetic_Iron,tongue,ɜvzag,701,?
Parachi,tongue,zubon,701,?
Shughni,tongue,lavz,704,?
Taleshi,tongue,zɨvon,701,?
Wakhi,tongue,zik,701,?
Waziri,tongue,ʒebba,701,?
Yaghnobi,tongue,zivok,701,?
Zazaki,tongue,ziwan,701,?
SEK,tongue,ʕɛzman,701,?
SK,tongue,zɨman,701,?
NK,tongue,zɨman,701,?
SWK,tongue,zɨman,701,?
NWK,tongue,zɨmɔn,701,?
Ishkashimi,tongue,zivuk,701,?
Zebaki,tongue,zevuk,701,?
Pashto,tongue,zaban,701,?
Bakhtiyari,tooth,dendoʋn,706,?
Balochi,tooth,datʰan,706,?
Gilaki,tooth,dəndan,706,?
Judeo-Tati,tooth,dendu,706,?
Kumzari,tooth,dnan,706,?
Modern_Persian,tooth,dandan,706,?
Ormuri,tooth,giʃi,707,?
Ossetic_Iron,tooth,dændag,706,?
Parachi,tooth,danon,706,?
Shughni,tooth,dindun,706,?
Taleshi,tooth,dondun,706,?
Wakhi,tooth,denduk,706,?
Waziri,tooth,ghwoʃ,708,?
Yaghnobi,tooth,dindak,706,?
Zazaki,tooth,dindan,706,?
SEK,tooth,dɨdan,706,?
SK,tooth,dɨnan,706,?
NK,tooth,dɨran,706,?
SWK,tooth,dɨran,706,?
NWK,tooth,dɨdon,706,?
Ishkashimi,tooth,dand,706,?
Zebaki,tooth,dandak,706,?
Pashto,tooth,ghaʂ,707,?
Bakhtiyari,water,aʋ,709,?
Balochi,water,af,709,?
Gilaki,water,ab,709,?
Judeo-Tati,water,ʔov,709,?
Kumzari,water,hau,709,?
Modern_Persian,water,ab,709,?
Ormuri,water,waʔk,709,?
Ossetic_Iron,water,don,712,?
Parachi,water,owə,709,?
Shughni,water,xac,713,?
Taleshi,water,ob,709,?
Wakhi,water,jupk,714,?
Waziri,water,ebo,709,?
Yaghnobi,water,op,709,?
Zazaki,water,aw,709,?
SEK,water,aw,709,?
SK,water,av,709,?
NK,water,av,709,?
SWK,water,av,709,?
NWK,water,ɔv,709,?
Ishkashimi,water,wek,709,?
Zebaki,water,wek,709,?
Pashto,water,avba,709,?
Bakhtiyari,what?,ʧe,717,?
Balochi,what?,kitʰan,717,?
Gilaki,what?,ʧi,717,?
Judeo-Tati,what?,ʧy,717,?
Kumzari,what?,ʧe,717,?
Modern_Persian,what?,ʧe,717,?
Ormuri,what?,tsa,717,?
Ossetic_Iron,what?,tsɨ,717,?
Parachi,what?,ʧe,717,?
Shughni,what?,ca,717,?
Taleshi,what?,ʧiʧ,717,?
Wakhi,what?,ciz,717,?
Waziri,what?,tse,717,?
Yaghnobi,what?,ʧo,717,?
Zazaki,what?,ʧiʧi,717,?
SEK,what?,ʧɨ,717,?
SK,what?,ʧɨ,717,?
NK,what?,ʧɨ,717,?
SWK,what?,ʧɨ,717,?
NWK,what?,ʧɨ,717,?
Ishkashimi,what?,ciz,717,?
Zebaki,what?,tsiz,717,?
Pashto,what?,tsa,717,?
Bakhtiyari,who?,kej,722,?
Balochi,who?,kitʰan,722,?
Gilaki,who?,ki,722,?
Judeo-Tati,who?,ki,722,?
Kumzari,who?,ke,722,?
Modern_Persian,who?,ki,722,?
Ormuri,who?,kok,722,?
Ossetic_Iron,who?,ci,722,?
Parachi,who?,ki,722,?
Shughni,who?,ʧaj,722,?
Taleshi,who?,ki,722,?
Wakhi,who?,kui,722,?
Waziri,who?,tsok,722,?
Yaghnobi,who?,ka,722,?
Zazaki,who?,kam,722,?
SEK,who?,ke,722,?
SK,who?,ki,722,?
NK,who?,ki,722,?
SWK,who?,ki,722,?
NWK,who?,khi,722,?
Ishkashimi,who?,kudum,722,?
Zebaki,who?,kai,722,?
Pashto,who?,tsuk,722,?
Bakhtiyari,wide,pahn,725,?
Balochi,wide,prah,725,?
Gilaki,wide,pan,725,?
Judeo-Tati,wide,fireh,725,?
Kumzari,wide,paʔn,725,?
Modern_Persian,wide,pahn,725,?
Ormuri,wide,pan,725,?
Ossetic_Iron,wide,fætæn,726,?
Shughni,wide,daxt,728,?
Taleshi,wide,pan,725,?
Wakhi,wide,pam,725,?
Waziri,wide,plan,725,?
Yaghnobi,wide,jaxt,728,?
Zazaki,wide,hera,725,?
SEK,wide,fɨrɛ,725,?
SK,wide,fɛɹɛh,725,?
NK,wide,fɨrɛ,725,?
SWK,wide,fɛrɛ,725,?
NWK,wide,fɛrɛ,725,?
Ishkashimi,wide,pam,725,?
Pashto,wide,praɣ,725,?
Bakhtiyari,wind,bad,730,?
Balochi,wind,go,731,?
Gilaki,wind,bad,730,?
Judeo-Tati,wind,vor,730,?
Kumzari,wind,kawl,732,?
Modern_Persian,wind,bad,730,?
Ormuri,wind,bad,730,?
Ossetic_Iron,wind,dɨmgæ,733,?
Parachi,wind,dhaman,734,?
Shughni,wind,ʃamol,734,?
Taleshi,wind,vu,730,?
Wakhi,wind,semol,734,?
Waziri,wind,bod,730,?
Yaghnobi,wind,wot,730,?
Zazaki,wind,va,730,?
SEK,wind,ba,730,?
SK,wind,ba,730,?
NK,wind,bā,730,?
SWK,wind,ba,730,?
NWK,wind,bɔ,730,?
Pashto,wind,bad,730,?
Bakhtiyari,wing,bal,735,?
Balochi,wing,pʰar,735,?
Gilaki,wing,bal,735,?
Judeo-Tati,wing,qanet,736,1
Kumzari,wing,ʤnah,737,?
Modern_Persian,wing,par,735,?
Ormuri,wing,bal,735,?
Ossetic_Iron,wing,bazɨr,735,?
Parachi,wing,bol,735,?
Shughni,wing,par,735,?
Taleshi,wing,kəʃ,741,?
Wakhi,wing,tup,742,?
Waziri,wing,wazar,735,?
Yaghnobi,wing,par,735,?
Zazaki,wing,per,735,?
SEK,wing,pɛɹ,735,?
SK,wing,pɛɹ,735,?
NK,wing,pɛɹ,735,?
SWK,wing,pil,735,?
NWK,wing,pɨl,735,?
Pashto,wing,vazar,735,?
Bakhtiyari,wood,ler,743,?
Balochi,wood,ladh,743,?
Gilaki,wood,dar,745,?
Judeo-Tati,wood,viʃe,746,?
Kumzari,wood,loh,743,?
Modern_Persian,wood,ʤangal,747,1
Ormuri,wood,pom,748,?
Ossetic_Iron,wood,xʔæd,749,?
Shughni,wood,diraxtzor,751,1
Taleshi,wood,viʔa,746,?
Waziri,wood,zangal,747,1
Zazaki,wood,roʔʃəno,753,?
SEK,wood,dar,745,?
SK,wood,dar,745,?
NK,wood,dar,745,?
SWK,wood,dar,745,?
NWK,wood,dɔr,745,?
Pashto,wood,largaj,743,1
Bakhtiyari,yesterday,duʃ,754,?
Balochi,yesterday,dinax,755,?
Gilaki,yesterday,diruz,756,?
Judeo-Tati,yesterday,di,754,?
Kumzari,yesterday,duʃin,754,1
Modern_Persian,yesterday,diruz,756,?
Ormuri,yesterday,pran,758,?
Ossetic_Iron,yesterday,znon,759,?
Parachi,yesterday,aze,760,?
Shughni,yesterday,bijor,758,?
Taleshi,yesterday,zinə,759,?
Wakhi,yesterday,jez,760,?
Yaghnobi,yesterday,pijon,758,?
Zazaki,yesterday,vizer,758,?
SEK,yesterday,duhu,754,?
SK,yesterday,duho,754,?
NK,yesterday,do,754,?
SWK,yesterday,dɨhu,754,?
NWK,yesterday,do,754,?
Ishkashimi,yesterday,paruzd,756,?
Pashto,yesterday,parun,758,?
